"","X.2","X.1","X","id","resourceType","title","description","startDate","endDate","lat","lon","documentType","author","Evacuated","Homeless","Injuries","Deaths","Insured.Cost","Train.s..damaged","Train.s..destroyed","Home.s..damaged","Home.s..destroyed","Building.s..damaged","Building.s..destroyed","Ind.Premises.destroyed","Com.Premises.damaged","Com.Premises.destroyed","Bridge.s..damaged","Bridge.s..destroyed","Aircraft.damaged","Aircraft.destroyed","Motor.Vehicle.s..damaged","Motor.Vehicle.s..destroyed","Water.vessel.s..damaged","Water.vessel.s..destroyed","Business.es..damaged","Business.es..destroyed","Farm.s..damaged","Farm.s..destroyed","Crop.s..destroyed","Livestock.destroyed","Government.assistance","regions","subjects","url","resourceUrl","Disasterlength","buildingdestroyedordamaged","Vehiclesdamagedordestroyed"
"86",86,86,241,245,"Disaster Event","Bushfire","From 24 December 2001, more than 100 fires burned through parts of New South Wales and the Australian Capital Territory. The first fires to break out were in the Cessnock, Blue Mountains, Hawkesbury and Penrith areas. The fires lasted for approximately 23 days and required over 20,000 regular and volunteer firefighters as well as 85 aircraft. The worst fires were in the Huskisson / Sussex Inlet area near Jervis Bay in the Illawarra and the Deua National Park west of Moruya.  The weather across all affected areas during this time included temperatures of up to 45&ordm; C, winds in excess of 90 km per hour, relative humidity as low as 6 per cent and Fire Danger Ratings of up to 100.  Twenty-six bushfire emergency declarations were made, incorporating the 48 local government areas of Blue Mountains / Lithgow / Rylstone, Cessnock / Wyong, Hawkesbury, Kempsey, Mudgee, Oberon / Mulwarree, Richmond Valley / Maclean, Shoalhaven / Tallaganda, Gosford, Penrith / Fairfield / Blacktown / Liverpool, Singleton / Muswellbrook, Sutherland, Wollondilly / Campbelltown / Wingecarribee, Wollongong / Kiama / Shellharbour, Baulkham Hills / Hornsby / Ku-ring-gai / Ryde / Lane Cove, Grafton / Pristine Waters / Maclean / Copmanhurst, Eurobodalla, Warringah / Pittwater, Narrabri, Kempsey, Cabonne, Coffs Harbour, Richmond Valley, Greater Taree, Kempsey and Walcha.  The fires burnt approximately 753,314 hectares, destroyed 109 houses and damaged a further 40. They also destroyed 433 outbuildings, 222 vehicles, and 7043 stock and 33 commercial and industrial buildings. Vast stretches of forests were destroyed, including more than 60 per cent of the Royal National Park, and more than 510 hectares of pine plantation valued at several million dollars in the Australian Capital Territory. The smoke and smog from the fire caused the Environmental Protection Authority to record the worst ever air pollution in Sydney on 28 December.  Although major fire activity ended on 7 January, operations continued until 11 January. More than 11,000 people were evacuated from their homes, but there were no deaths or major injuries.  An estimated 20,000 properties were saved and the cost of operations was estimated at $106 million.  The Insurance Council of Australia estimated the 2001 damage at $69 million, with the 2011 estimated normalised cost of $131 million.","12/24/2001 0:00","1/11/2002 0:00",-35.05125809,150.6684265,NA,"",11000,0,0,0,6.9e+07,0,0,40,109,0,443,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,7043,0,"New South Wales;Australian Capital Territory",NA,"http://www.emknowledge.gov.au/resource/?id=245",NA,18,592,222
"87",87,87,243,247,"Disaster Event","Earthquake","On 6 August 1994, an earthquake measuring 5.4 on the Richter scale affected the Hunter region of New South Wales. Homes, hotels and other buildings suffered serious damage. There were also infrastructure, commercial and industrial losses.  The Insurance Council of Australia estimated the 1994 damage at $37.2 million, with the 2011 estimated normalised cost of $115 million.","8/06/1994 0:00","8/06/1994 0:00",-32.78034592,151.3469696,NA,"",0,0,0,0,37200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=247",NA,0,0,0
"88",88,88,244,248,"Disaster Event","Storm/Flood","On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud.  Thousands of homes were flooded, and hundreds of people evacuated.  The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.","11/08/1984 0:00","11/08/1984 0:00",-33.85963821,151.2046814,NA,"",0,0,0,0,8e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=248",NA,0,0,0
"89",89,89,245,249,"Disaster Event","Drought/Heatwave","On 19 and 23 September 1998, the central and southern wheatbelt of Western Australia experienced severe frosts, the worst in history. These events were extremely damaging as the mild winter accelerated the crop development so that crops were very susceptible to frost damage. The crop damage totalled approximately $98 million.","9/19/1998 0:00","9/23/1998 0:00",-31.47698784,118.2832718,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=249",NA,4,0,0
"90",90,90,247,251,"Disaster Event","Drought/Heatwave","In the summer of 1911 - 1912 it is estimated that 143 people died as a result of the heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.","12/01/1911 0:00","2/28/1912 0:00",-27.15840912,132.7209015,NA,"",0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=251",NA,89,0,0
"91",91,91,250,254,"Disaster Event","Storm/Flood","On 26 January 1971 widespread flooding occurred in Woden Valley, south-east of Canberra, as a result of a super cell thunderstorm. Rainfall started at approximately 7.30 - 7.50 pm and up to 100 mm was recorded in one hour by private rain gauges in the suburb of Farrer and Torrens.  The rain waters filled the creek that ran beside the Woden Valley freeway, and as debris blocked the valley, the backup of water sent a flash flood onto the freeway. The 200 m wide, 1.5 m deep torrent engulfed more than a dozen cars, and caused the deaths of seven people aged between six and 20. A subsequent Coroner's Report found the deaths to be accidental drowning, and the Department of Interior found that approximately $120,000 of public/government owned property was damaged.  The Bureau of Meteorology estimated the total damage bill at $9 million.","1/26/1971 0:00","1/26/1971 0:00",-35.36168671,149.07164,NA,"",0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australian Capital Territory",NA,"http://www.emknowledge.gov.au/resource/?id=254",NA,0,0,0
"92",92,92,253,257,"Disaster Event","Cyclone/Tornado","On the 6 March 1956, Cyclone Agnes, the first Australian tropical cyclone tracked on radar, passed over Townsville, Ingham, Cairns, McKay and then into the interior. Many homes sustained roof damage and approximately 20 homes were left uninhabitable. As a result of Cyclone Agnes, four deaths occurred from inland flooding.  The 1956 estimated damage cost was &pound;2.5m in Cairns and an estimated damage cost of &pound;1million in Townsville.","3/06/1956 0:00","3/07/1956 0:00",-19.25200272,146.8206024,NA,"",0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=257",NA,1,20,0
"93",93,93,258,262,"Disaster Event","Storm/Flood","On 4 August 1986, torrential rain fell within a 24 hour period with rainfall recorded at 327.6 mm.  The subsequent damage included; 10,000 homes damaged, roads flooded, bus, train and ferry services disrupted resulting in people being stranded in the city, electricity supply problems and property damage.  As the rain eased in Sydney the wind shifted more southerly early on 6 August. This caused the Blue Mountains to experience heavy rains, resulting in the largest floods on record on the Cox and Grose rivers. The rain moved south to the Illawarra and west of Wollongong, adding to the already high Georges River (recorded at 4.5 m); the Hawkesbury River peaked at 12.8 m. This resulted in flooding covering the bridge at Milperra. Six deaths were recorded.  The Insurance Council of Australia estimated the 1986 damage at $35 million, with the 2011 estimated normalised cost of $215 million.","8/04/1986 0:00","8/06/1986 0:00",-34.42443466,150.8930969,NA,"",0,0,0,6,3.5e+07,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=262",NA,2,10000,0
"94",94,94,261,265,"Disaster Event","Storm/Flood","In December 1991, flood waters damaged homes and businesses in Ballarat due to the largest flood event recorded at the time for the Gnarr Creek system. Investment in storm water management systems occurred after this flood in an attempt to avoid a recurrence.  The Insurance Council of Australia estimated the 1991 damage at $24 million, with the 2011 estimated normalised cost of $90 million.","12/16/1991 0:00","12/18/1991 0:00",-37.56203079,143.8566589,NA,"",0,220,0,0,2.4e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=265",NA,2,0,0
"95",95,95,265,269,"Disaster Event","Storm/Flood","The development of a low-pressure system off the New South Wales North Coast caused torrential rain on 2 March, and dissipated into Queensland. Heavy rainfalls intensified over the following days, particularly in the Coffs Harbour and Port Macquarie regions.  River systems in the region were at capacity and tidal systems in correlation with the king tides caused further complexities with rising flood water. The following river systems were affected; Richmond, Clarence, Bellinger, Nambucca, Macleay, Hastings, Manning, Paterson and Hunter. The rising water exceeded levees in Kempsey and the traffic bridge at Kempsey peaked at a height of 6.9 m. Other significant damage included; 94 businesses with an estimated direct cost of $28,000 per business, streets closed to traffic and 100 people evacuated from the Mirriwina Gardens settlement (50 km north-west of Kempsey).  The Clarence River also threatened to exceed levees causing precautionary evacuations of more than 1000 people, including 80 patients from the Grafton Hospital. The Grafton levee bank was able to hold the water within the river system, which finally peaked at 7.75 m.  The effects of the flooding were wide spread and inundations and dislocation of services affected up to 28 local government areas.The Pacific Highway, the main route in many of these regions, was cut for several days. Rail services were also reported as suspended. Furthermore, reports of damage included; Yamba becoming isolated, Gladstone and Smithtown where sewerage infrastructure failed and Ulmarra (population of 470) was ordered to evacuate. Bellingen, Thora, Kaland and Darkwood, South West Rocks, Hat Head, and Crescent Head were isolated and required food and medical drops by helicopter.  The response units included; State Emergency Services (SES) a contingent of 1300 volunteers from 83 units, Rural Fire Service (RFS), New South Wales Fire Brigade (NSWFB), Volunteer Rescue Association (VRA), Police, and Council workers. Additional supporting equipment used in the response included; ten heavy tankers, 12 flood boats, and 11 helicopters.  Estimated costs to roads and bridges was $3 million, water and sewerage infrastructure $500,000.  The enormity of the recovery resulted in the Premier establishing a Government Task Force to coordinate the operation. Brigadier Philip McNamara was appointed the regional coordinator for the recovery, and was based in Coffs Harbour. The Insurance Council of Australia estimated the 2001 damage at $25 million, with the 2011 estimated normalised cost of $45 million.","3/05/2001 0:00","3/12/2001 0:00",-29.69111061,152.9332886,NA,"",3000,250,0,0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=269",NA,7,0,0
"96",96,96,267,271,"Disaster Event","Cyclone/Tornado","Tropical Cyclone Hazel formed off the north-west Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon.  The cyclone caused an estimated $20 million worth of damage including $5 million to wharf and salt loading equipment at Cape Cuvier and $2 million to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton.  The Insurance Council of Australia estimated the 1979 damage at $15 million, with the 2011 estimated normalised cost of $202 million.","3/01/1979 0:00","3/01/1979 0:00",-24.88456726,113.6291885,NA,"",0,0,5,15,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=271",NA,0,0,1
"97",97,97,271,275,"Disaster Event","Drought/Heatwave","The Federation Drought began in 1895 and reached its peak in 1901 and 1902.  During the drought river systems across the nation suffered, notably the Darling River which virtually ran dry at Bourke, New South Wales. In Victoria, the Murray River ran dry through the towns of Mildura, Balranald and Deniliquin causing river transport to suffer or cease.  Except for Queensland, most parts of the nation received reasonable rain in 1900 and early 1901, however very dry weather set in again across eastern Australia during spring 1901. The drought broke mid December 1902 when heavy rain fell in Victoria. Rain extended to New South Wales and southern Queensland, while northern Queensland had reasonable falls from December onwards.  Economic depression and labour strikes added to the affect of the drought. As a result of the drought sheep and cattle numbers fell from 91 to 54 million, and 11.8 to 7 million respectively. Rabbit numbers increased to plague proportions, resulting in some farmers losing everything and walking away from their properties.","01/01/1895 00:00:00","1/01/1902 0:00",-30.04769897,145.9396362,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=275",NA,2556,0,0
